ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,certificate_study_period,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participitation,idea_contest,onedayclass_topic,withdrawal
TRAIN_0972,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,1,,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),대학원 진학,대학교 이수학기 4학기 이하,팀,4.0,데이터 분석가,없음,"SQLD, 빅데이터 분석 기사, 구글 애널리스트",접수일 전 4주 ( 1/1~1/27 ),바이오,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원인 것 같아서,구글,의료/헬스케어,,,AI 관련,1
TRAIN_0973,8,3c219ed4246dcbe55286e2af765076e2d31eacecd543197c9fc88c91fc1895a9,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,경영학,True,대학생,9,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"경제통상학, 사회과학",취업,대학교 이수학기 4학기 이하,팀,1.0,마케터,없음,"ADsP, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),"법무, 사무, 총무",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"현직자가 많은 만큼 더욱 다양한 이야기를 들을 수 있을 것 같고, 내가 생각하지 못했던 부분을 다른 리스너들이 질문함으로써 여러 사람의 궁금증과 생각을 알 수 있을 것 같아서","금융, 환경 관련 기업",금융,,,없음,1
TRAIN_0974,8,a936dda31bbbeb71cc0ae65bc95c35ba502e231d976268537077af9bb40effb1,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,False,대학생,6,8.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경영학",취업,대학교 이수학기 5학기 이상,팀,4.0,데이터 분석가,"ADsP, 구글 애널리스트","SQLD, 빅데이터 분석 기사, 태블로 관련 자격증",시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,강의자가 여러 명일 필요는 없는 것 같아서,토스,비즈니스,e66543b9c6c42400534a419c981fbffccb9743c8d2446f46f6da8d6dfa25f180,,없다,0
TRAIN_0975,8,cb9a087b0664870438b30d0763f76770d4b1a71d6694ed80ef3b6ead5e19a965,단일 전공,IT(컴퓨터 공학 포함),기타,False,대학생,4,,,,예,,내국인,기존 학회원 또는 운영진,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,파문기,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 4학기 이하,팀,1.5,자연과학계열 연구자,없음,없음,시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,적당한 규모라서,"LG, 현대, KT",AI,0fa64d2968e8e7820cdcccf18ee019404a0712b01c8eb73a6be8d83ab83c209c,,없음,1
TRAIN_0976,8,925d9b5de199c382125fbeaebd186553b80f8bd0401c593ea7106a508984adb1,단일 전공,자연과학,,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,자연과학,대학원 진학,대학교 이수학기 5학기 이상,팀,3.0,데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원은 너무 적으면 부담스럽고 적당히 있고 현직자는 1명이어야 그 분의 이야기에 오로지 집중할 수 있을거 같기 때문입니다.,아직은 잘 모르겠습니다..,금융,,,C언어 기초,0
TRAIN_0977,8,48c21babe9214203a621dbd2cace7c2f3e20506a8418e5c3104b78ed5feac467,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,대학생,1,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,"경영학, 인문학",취업,대학교 이수학기 5학기 이상,팀,1.0,마케터,준비중,아직 확실하게 정하지 않았습니다,시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 적고 너무 많은 것보다 적당히 있어야 부담스럽지 않고 집중할 수 있어서,구글,의료/헬스케어,,,데이터분석 (통계),0
TRAIN_0978,8,824ee9c7ca1959cf309fbb26795c28318e2cc1d6152b589eb079560e4ea7be45,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경제통상학,True,대학생,6,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)","BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"경영학, 사회과학",취업,대학교 이수학기 5학기 이상,팀,4.0,데이터 분석가,"ADsP, SQLD","빅데이터 분석 기사, 태블로 관련 자격증",접수일 전 4주 ( 1/1~1/27 ),"금융, 보험",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자를 통해 여러 관점에서 생각할 수 있기 때문,카카오,금융,,,"sql 실무 연습 프로젝트, Airflow 기초",0
TRAIN_0979,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경영학,True,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"자연과학, 경영학",취업,대학교 이수학기 4학기 이하,개인,2.0,데이터 분석가,없음,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적절한 것 같아서,금융권,금융,,,R프로그래밍 기초,1
TRAIN_0980,8,3e0057be3ecde495d1d6aab0bdc3092cce94440a6a4f6867a0ea69e07d8c7f7f,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,8,,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),대학원 진학,대학교 이수학기 5학기 이상,팀,2.0,인공지능 전문가,기타,"빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),개발,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,여러 사람들이 모여 좋은 결과를 얻을수 있다.,테슬라,AI,,,공모전 대중화,1
TRAIN_0981,8,f9b3fde8c9af1daccfab54aa9c3d803bbac0ccf04a708086b9448af47206afe1,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,4,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,1.5,데이터 엔지니어,준비중: SQLD,SQLD,시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원규모는 보다는 강연자 분이 단독이길 원합니다,삼성전자,AI,,,기업과 협업하여 하는 프로그램이 더 증가하였으면 좋겠습니다,0
TRAIN_0982,8,1b6aaeb362cec1eeebf2cad47d13edb0193e38bb9f9c4a064b358f2449e9e9a4,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,8,,,,예,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,프로젝트 경험,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,데분기,해당없음,"IT (컴퓨터 공학 포함), 공학 (컴퓨터 공학 제외)",취업,대학교 이수학기 5학기 이상,개인,5.0,데이터 분석가,"ADsP, SQLD","태블로 관련 자격증, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이 좋을거 같습니다,"은행, 카드 분야입니다",금융,45481b35c2ec197f1eb0dbad6dfbebf6ccac80a466d0604c9c209bf4391d3e29,,실질적으로 업무에서 도움이 될만한 프로젝트 수업,1
TRAIN_0983,8,3e0057be3ecde495d1d6aab0bdc3092cce94440a6a4f6867a0ea69e07d8c7f7f,단일 전공,의약학,,False,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,의약학,대학원 진학,대학교 이수학기 4학기 이하,개인,2.0,자연과학계열 연구자,없음,"ADsP, 빅데이터 분석 기사",접수일 전 4주 ( 1/1~1/27 ),바이오,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),해외 기업 (빅테크),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,다양한 질문을 받을 수 있을 것 같아서,삼성바이오,의료/헬스케어,e75ef6de6e01071bdec29697493f10dc2698968d7f080fbba15138bb87401bac,,새로운 알고리즘에 대한 공부,1
TRAIN_0984,8,824ee9c7ca1959cf309fbb26795c28318e2cc1d6152b589eb079560e4ea7be45,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,자연과학,취업,대학교 이수학기 5학기 이상,개인,1.0,데이터 분석가,"ADsP, SQLD","빅데이터 분석 기사, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,인원도 많고 현직자도 다양해야 도움이 많이 될거 같아서,아직 없습니다,AI,,,R 프로그래밍,0
TRAIN_0985,8,a176017d0be64d99413963e5e72eb0bb5ab8760d7c7f3753655e4bbe8637dc03,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,2,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,공모전 경험,네. 온라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,팀,4.0,소프트웨어 개발자,없음,"SQLD, 정보처리기사, 태블로 관련 자격증",접수일 전 4주 ( 1/1~1/27 ),"기획, 전략",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),스타트업 C-level,온라인,100명 이상의 리스너와 10명 이상의 현직자,많은 인원이 들을 때 공유가 가능해서,네이버,사회문제,,,no sql,1
TRAIN_0986,8,824ee9c7ca1959cf309fbb26795c28318e2cc1d6152b589eb079560e4ea7be45,단일 전공,경영학,,False,대학생,1,,,,아니요,,내국인,인스타그램,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,1.0,데이터 분석가,없음,"SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자들의 경험을 듣고 싶어서,네이버,비즈니스,,,자바,1
TRAIN_0987,8,18399fd8aca17594581f066bb61468cd2c4a1342e73f77e65847e58e2cf8682f,단일 전공,인문학,,False,직장인,2,,,,아니요,,내국인,기존 학회원 또는 운영진,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,인문학,취업,,개인,1.0,마케터,구글 애널리스트,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적당해야 집중이 잘 되어서,금융권,금융,,,-,1
TRAIN_0988,8,3e0057be3ecde495d1d6aab0bdc3092cce94440a6a4f6867a0ea69e07d8c7f7f,단일 전공,의약학,,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,의약학,취업,대학교 이수학기 5학기 이상,개인,1.0,자연과학계열 연구자,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),바이오,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),스타트업 C-level,"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,인원이 많아야 다양한 주제에 대해 들어볼 수 있음,세브란스,의료/헬스케어,,,없음,1
TRAIN_0989,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,경영학,False,대학생,2,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",시간적으로 부담이 없어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"경영학, 사회과학",취업,대학교 이수학기 5학기 이상,팀,4.0,MD,없음,"ADsP, SQLD",접수일 전 4주 ( 1/1~1/27 ),"경영, 회계, 세무",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,부담없이 집중해서 듣고 싶어서,네이버,금융,,,Sql 심화,1
TRAIN_0990,8,b6abc82e31329cea19b6cce7783b27a3a90637c403db8e68f3ce9f36eaa2b98f,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),False,대학생,1,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경영학",취업,대학교 이수학기 5학기 이상,개인,2.0,마케터,기타,"ADsP, SQLD, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,소규모로 진행되어야 보다 심도깊은 이야기를 나눌 수 있을것이라 생각함,네이버 로레알,비즈니스,bd4d880f9a5bb80a0705116e5664c6da33c14603babc5744e1ee9c17004fa5c5,,Js 기초,1
TRAIN_0991,8,94a678c60366ea86d72824cc06ac5f2412a365124cb044200c5cc96087d93efb,단일 전공,의약학,,False,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),대학원 진학,대학교 이수학기 4학기 이하,팀,2.0,자연과학계열 연구자,없음,빅데이터 분석 기사,접수일 전 4주 ( 1/1~1/27 ),바이오,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 분들의 이야기를 들을 수있기 때문입니다,"LG화학, 동국제약, 삼성바이오로직스",의료/헬스케어,,,C언어 기초,1
TRAIN_0992,8,e48a4a96d49a77abaebbe5ea399f1b98d31d7075b11844527ce2c04aba3b31ed,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,대학생,5,,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"공학 (컴퓨터 공학 제외), 인문학",대학원 진학,대학교 이수학기 4학기 이하,개인,2.0,PM/서비스 기획자,없음,모르겠다,시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,여러명의 얘기를 들어볼 수 있는 자리가 쉽게 마련되는 기회는 아닌 것 같아서.,아직 모르겠다.,의료/헬스케어,,,파이썬 문법 기초 압축반,0
TRAIN_0993,8,5f6a72395d30f81dcc0a6c67501327f01ed66326656fc5d39d09d0912f177e79,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,8,,,,예,,내국인,에브리타임,시간적으로 부담이 없어서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,데분기,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,개인,3.5,인공지능 전문가,"태블로, 구글 애널리스트","ADsP, SQLD, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,오프라인,10명 내외의 강의 리스너와 1명의 현직자,인원이 적은만큼 더 자세히 설명할 수 있을 것 같아서,네이버,AI,083392669363ea04cb44194d0ce72464464c6169be0578bd5825e76b53a18e37,,tensorflow 기초 및 응용,1
TRAIN_0994,8,c595f7cc8171e151a3415be5b075fc0ae06289b2c42892326cdbc7eba7636aff,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,자연과학,False,대학생,6,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,자연과학,취업,대학교 이수학기 5학기 이상,팀,3.5,데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사",시험일 전 4주 (2/1 ~ 2/27),"마케팅, 광고, MD",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,비용면에서 인원이 너무 적으면 힘들 것 같고 100명은 너무 많아서 어수선 할 것 같습니다.,.,자연어 처리 및 이미지 분석,,,.,0
TRAIN_0995,8,f29d1e8048711290e3527576e7ea6302d022cc9f1a2c3fbfb210919aa4a8168a,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,2,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,개인,2.0,UX/UI 디자이너,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),개발,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),스타트업 C-level,"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적절한 규모인 것 같아서,민음사,AI,,,C언어 기초,0
TRAIN_0996,8,f29d1e8048711290e3527576e7ea6302d022cc9f1a2c3fbfb210919aa4a8168a,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,7,,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",인적 네트워크,네. 온라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,팀,1.0,데이터 사이언티스트,SQLD,"ADsP, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자를 만나보고 싶다,은행,금융,e2ec4677096701f030c182d7127cf93f79d2253cc79406f7d2df387b79685c77,,Java 기초,0
TRAIN_0997,8,f9b3fde8c9af1daccfab54aa9c3d803bbac0ccf04a708086b9448af47206afe1,단일 전공,경영학,,False,대학생,1,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"경영학, 경제통상학",취업,대학교 이수학기 4학기 이하,개인,2.0,마케터,없음,빅데이터 분석 기사,시험일 전 4주 (2/1 ~ 2/27),"물류, 무역",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,딱히 없다,"무역협회, 엔비디아",AI,,,C언어 기초,1
TRAIN_0998,8,d7e7c88a52a9eb2c008f4ce0c56daadd96c0546e1566e4b6ec6b45386eb92704,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경제통상학,True,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 경제통상학",취업,대학교 이수학기 5학기 이상,팀,2.5,영업관리,없음,빅데이터 분석 기사,시험일 전 4주 (2/1 ~ 2/27),"물류, 무역",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적으면 개인적으로 얻을 정보가 많을 것 같다,삼성물산 (상사),무역,,,"다양한 산업군에서의 통계 분석(바이오, 무역 등등)",1
TRAIN_0999,8,d99c2148b6f16ccd86e297c337fab20765e5da5547da75b9e7c4c69473bdcf4e,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,팀,2.0,"자동차,반도체계열 엔지니어",없음,"ADsP, SQLD, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),"기획, 전략",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"너무 소인원이면 강연자님과 너무 가까운듯한 느낌이 들어 부담스러울 것 같지만, 100명이상은 너무 과하게 많은 것 같다. 50명정도가 제일 적당한 선인 것 같다.","현대차, HL만도","반도체, 자동차",,,c++개념 기초,1
TRAIN_1000,8,76a0e39e6271c1f139a30830e33fc1e1daf19abf9d12ee4590ccac372fc6e760,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,1,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,2.0,공정 엔지니어,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),"제조, 생산",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 질문 답변이 원활하다고 생각한다,삼성전자,비즈니스,,,.,1
TRAIN_1001,8,854beb619660d235081f31a1211722c2be58489c02a9d4b16c1a3fba110cad12,단일 전공,경영학,,False,대학생,2,,,,아니요,,내국인,지인 추천,시간적으로 부담이 없어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,경영학,취업,대학교 이수학기 5학기 이상,개인,1.0,마케터,없음,"ADsP, SQLD",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,현직자 분이 다양해야 유익할것같아서,sk,비즈니스,,,java,1
TRAIN_1002,8,a176017d0be64d99413963e5e72eb0bb5ab8760d7c7f3753655e4bbe8637dc03,단일 전공,경영학,,False,대학생,9,,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 4학기 이하,팀,1.0,SCM,없음,"ADsP, SQLD, 빅데이터 분석 기사",시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,1명의 강의에 집중하고 싶어서,CJ,금융,,,,1
